# Alpha 3 -15 Angle (Up to date)
# 940 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (in),CG location (in),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (in),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
43.853,158.406,158.406,-3.572,4.981,-0.05,0.814,-38.458,-38.327,54.296,225.098,3.471,0.812,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.453,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.173,225,13.97,994.672,0.001,339.765,0.011,7.35e4,0.976,4.831,0.184,0.125,7.235e-4
44.037,157.748,157.748,-3.581,4.884,0.039,1.195,-38.016,-37.885,53.671,225.099,3.321,1.194,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.459,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.886,225,13.975,994.749,0.001,339.768,0.011,7.398e4,0.976,4.831,0.183,0.125,7.106e-4
44.221,157.092,157.092,-3.574,4.733,-0.07,0.151,-37.6,-37.469,53.081,225.1,3.102,0.134,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.45,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.151,225,13.979,994.826,0.001,339.77,0.011,7.331e4,0.976,4.831,0.184,0.125,6.895e-4
44.405,156.433,156.433,-3.587,4.759,0.062,1.116,-37.195,-37.064,52.509,225.101,3.127,1.114,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.459,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.532,225,13.983,994.903,0.001,339.773,0.011,7.404e4,0.976,4.831,0.183,0.125,6.933e-4
44.588,155.777,155.777,-3.576,4.887,0.059,1.556,-36.777,-36.645,51.917,225.102,3.331,1.555,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.462,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.895,225,13.987,994.98,0.001,339.775,0.011,7.425e4,0.976,4.831,0.184,0.125,7.108e-4
44.772,155.121,155.121,-3.565,5.078,-0.114,0.353,-36.325,-36.194,51.279,225.104,3.617,0.335,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.448,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.74,225,13.992,995.057,0.001,339.778,0.01,7.316e4,0.976,4.831,0.184,0.125,7.365e-4
44.956,154.462,154.462,-3.586,5.137,0.014,0.616,-35.85,-35.719,50.607,225.105,3.678,0.615,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.455,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.453,225,13.996,995.134,0.001,339.78,0.011,7.37e4,0.976,4.831,0.183,0.125,7.446e-4
45.139,153.806,153.806,-3.583,5.055,0.02,0.87,-35.381,-35.25,49.943,225.106,3.566,0.87,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.456,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.248,225,14,995.211,0.001,339.783,0.011,7.379e4,0.976,4.831,0.183,0.125,7.337e-4
45.323,153.149,153.149,-3.58,4.941,-0.029,0.426,-34.929,-34.798,49.304,225.108,3.406,0.425,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.452,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.562,225,14.005,995.288,0.001,339.786,0.011,7.35e4,0.976,4.831,0.184,0.125,7.183e-4
45.506,152.492,152.492,-3.585,4.999,0.168,1.909,-34.482,-34.351,48.672,225.109,3.484,1.901,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.469,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.168,225,14.009,995.365,0.001,339.788,0.011,7.487e4,0.976,4.831,0.183,0.125,7.262e-4
45.689,151.838,151.838,-3.554,5.227,-0.017,1.781,-34.008,-33.877,48.002,225.111,3.833,1.781,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.46,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.48,225,14.013,995.442,0.001,339.791,0.011,7.412e4,0.976,4.831,0.185,0.125,7.559e-4
45.874,151.18,151.18,-3.557,5.475,-0.137,0.653,-33.485,-33.355,47.263,225.112,4.162,0.639,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.448,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.397,225,14.017,995.519,0.001,339.793,0.01,7.314e4,0.976,4.831,0.185,0.125,7.881e-4
46.059,150.521,150.521,-3.583,5.581,-0.019,0.135,-32.934,-32.804,46.484,225.114,4.28,0.134,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.453,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.23,225,14.022,995.596,0.001,339.796,0.011,7.351e4,0.976,4.831,0.183,0.125,8.023e-4
46.242,149.864,149.864,-3.586,5.565,0.014,0.523,-32.381,-32.25,45.702,225.116,4.255,0.523,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.455,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.064,225,14.026,995.673,0.001,339.799,0.011,7.369e4,0.976,4.831,0.183,0.125,8.003e-4
46.425,149.208,149.208,-3.584,5.49,0.078,1.35,-31.836,-31.706,44.931,225.118,4.159,1.348,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.461,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.67,225,14.03,995.75,0.001,339.801,0.011,7.422e4,0.976,4.831,0.183,0.125,7.907e-4
46.608,148.552,148.552,-3.569,5.296,-0.005,1.3,-31.314,-31.183,44.192,225.12,3.912,1.3,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.457,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.438,225,14.034,995.827,0.001,339.804,0.011,7.389e4,0.976,4.831,0.184,0.125,7.652e-4
46.792,147.896,147.896,-3.57,5.123,0.099,1.936,-30.82,-30.689,43.494,225.122,3.673,1.934,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.467,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.975,225,14.039,995.904,0.001,339.806,0.011,7.466e4,0.976,4.831,0.184,0.125,7.424e-4
46.976,147.241,147.241,-3.552,4.861,-0.151,0.8,-30.366,-30.235,42.851,225.124,3.318,0.786,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.448,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.028,225,14.043,995.981,0.001,339.809,0.01,7.314e4,0.976,4.831,0.185,0.125,7.069e-4
47.161,146.582,146.582,-3.58,4.783,0.012,0.923,-29.941,-29.811,42.251,225.125,3.172,0.923,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.456,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.835,225,14.047,996.058,0.001,339.812,0.011,7.38e4,0.976,4.831,0.183,0.125,6.966e-4
47.344,145.925,145.925,-3.578,4.671,-0.035,0.38,-29.541,-29.41,41.685,225.127,3.003,0.378,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.452,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.142,225,14.051,996.135,0.001,339.814,0.011,7.349e4,0.976,4.831,0.183,0.125,6.809e-4
47.528,145.268,145.268,-3.584,4.721,0.043,0.992,-29.147,-29.016,41.128,225.129,3.073,0.991,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.458,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.434,225,14.056,996.212,0.001,339.817,0.011,7.394e4,0.976,4.831,0.183,0.125,6.88e-4
47.711,144.613,144.613,-3.576,4.835,-0.035,0.532,-28.737,-28.607,40.548,225.13,3.254,0.53,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.452,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.448,225,14.06,996.289,0.001,339.819,0.011,7.352e4,0.976,4.831,0.184,0.125,7.038e-4
47.895,143.956,143.956,-3.583,4.906,0.032,0.95,-28.309,-28.178,39.942,225.132,3.352,0.95,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.457,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.698,225,14.064,996.366,0.001,339.822,0.011,7.389e4,0.976,4.831,0.183,0.125,7.135e-4
48.078,143.3,143.3,-3.577,5.022,-0.032,0.499,-27.863,-27.733,39.312,225.135,3.526,0.497,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.452,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.708,225,14.069,996.443,0.001,339.824,0.011,7.352e4,0.976,4.831,0.183,0.126,7.292e-4
48.261,142.643,142.643,-3.583,5.091,0.023,0.834,-27.4,-27.269,38.657,225.137,3.617,0.834,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.456,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.921,225,14.073,996.52,0.001,339.827,0.011,7.382e4,0.976,4.831,0.183,0.126,7.384e-4
48.444,141.987,141.987,-3.579,5.198,-0.021,0.516,-26.921,-26.791,37.981,225.139,3.77,0.515,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.453,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.958,225,14.077,996.597,0.001,339.83,0.011,7.357e4,0.976,4.831,0.183,0.126,7.525e-4
48.628,141.331,141.331,-3.582,5.269,-0.007,0.335,-26.427,-26.296,37.281,225.142,3.864,0.335,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.453,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.741,225,14.081,996.674,0.001,339.832,0.011,7.36e4,0.976,4.831,0.183,0.126,7.62e-4
48.811,140.674,140.674,-3.584,5.225,0.004,0.425,-25.93,-25.8,36.579,225.144,3.803,0.425,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.454,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.647,225,14.086,996.751,0.001,339.835,0.011,7.365e4,0.976,4.831,0.183,0.126,7.562e-4
48.994,140.018,140.018,-3.583,5.168,-0.007,0.184,-25.443,-25.312,35.889,225.147,3.725,0.184,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.453,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.792,225,14.09,996.828,0.001,339.837,0.011,7.359e4,0.976,4.831,0.183,0.126,7.487e-4
49.177,139.362,139.362,-3.584,5.194,0.037,0.872,-24.958,-24.828,35.204,225.15,3.759,0.871,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.457,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.441,225,14.094,996.905,0.001,339.84,0.011,7.389e4,0.976,4.831,0.183,0.126,7.521e-4
49.36,138.707,138.707,-3.577,5.075,0.134,1.877,-24.482,-24.352,34.531,225.153,3.599,1.872,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.468,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.924,225,14.098,996.982,0.001,339.843,0.011,7.476e4,0.976,4.831,0.183,0.126,7.362e-4
49.544,138.053,138.053,-3.553,4.819,-0.171,0.189,-24.038,-23.907,33.902,225.156,3.256,0.081,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.445,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.226,225,14.103,997.059,0.001,339.845,0.01,7.297e4,0.976,4.831,0.185,0.126,7.013e-4
49.728,137.394,137.394,-3.584,4.832,0.04,0.876,-23.614,-23.483,33.303,225.158,3.241,0.875,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.457,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.922,225,14.107,997.136,0.001,339.848,0.011,7.391e4,0.976,4.831,0.183,0.126,7.034e-4
49.911,136.739,136.739,-3.577,4.721,-0.037,0.155,-23.205,-23.074,32.724,225.161,3.081,0.15,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.452,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.026,225,14.111,997.213,0.001,339.85,0.011,7.348e4,0.976,4.831,0.183,0.126,6.879e-4
50.095,136.082,136.082,-3.584,4.708,0.101,1.433,-22.807,-22.677,32.162,225.164,3.053,1.429,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.463,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.571,225,14.115,997.29,0.001,339.853,0.011,7.437e4,0.976,4.831,0.183,0.126,6.861e-4
50.278,135.428,135.428,-3.565,4.868,0.175,2.401,-22.395,-22.265,31.579,225.167,3.315,2.395,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.475,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.171,225,14.12,997.367,0.001,339.855,0.011,7.532e4,0.976,4.831,0.184,0.126,7.082e-4
50.461,134.775,134.775,-3.533,5.156,-0.252,0.701,-21.935,-21.805,30.929,225.17,3.755,0.654,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.443,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.997,225,14.124,997.443,0.001,339.858,0.01,7.275e4,0.976,4.831,0.186,0.126,7.462e-4
50.647,134.115,134.115,-3.58,5.277,-0.011,0.413,-21.434,-21.304,30.221,225.174,3.877,0.413,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.453,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.028,225,14.128,997.521,0.001,339.861,0.011,7.361e4,0.976,4.831,0.183,0.126,7.629e-4
50.83,133.459,133.459,-3.582,5.334,-0.001,0.365,-20.927,-20.797,29.504,225.179,3.953,0.365,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.454,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.819,225,14.133,997.597,0.001,339.863,0.011,7.364e4,0.976,4.831,0.183,0.126,7.704e-4
51.013,132.804,132.804,-3.582,5.285,0.048,1.036,-20.42,-20.29,28.786,225.183,3.886,1.035,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.458,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.509,225,14.137,997.674,0.001,339.866,0.011,7.4e4,0.976,4.831,0.183,0.126,7.64e-4
51.196,132.149,132.149,-3.573,5.141,0.006,1.087,-19.929,-19.799,28.092,225.187,3.696,1.087,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.456,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3,225,14.141,997.751,0.001,339.868,0.011,7.387e4,0.976,4.831,0.183,0.126,7.449e-4
51.38,131.493,131.493,-3.572,4.999,-0.058,0.173,-19.463,-19.333,27.432,225.192,3.497,0.163,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.451,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.556,225,14.145,997.828,0.001,339.871,0.011,7.341e4,0.976,4.831,0.184,0.126,7.259e-4
51.563,130.837,130.837,-3.583,5.027,0.002,0.221,-19.007,-18.877,26.788,225.197,3.527,0.221,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.454,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.607,225,14.15,997.905,0.001,339.874,0.011,7.364e4,0.976,4.831,0.183,0.126,7.299e-4
51.746,130.181,130.181,-3.583,5.056,0.001,0.256,-18.548,-18.418,26.139,225.201,3.567,0.256,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.454,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.473,225,14.154,997.982,0.001,339.876,0.011,7.364e4,0.976,4.831,0.183,0.126,7.337e-4
51.929,129.526,129.526,-3.582,5.022,0.015,0.592,-18.09,-17.96,25.491,225.206,3.52,0.591,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.455,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.736,225,14.158,998.059,0.001,339.879,0.011,7.375e4,0.976,4.831,0.183,0.126,7.293e-4
52.112,128.871,128.871,-3.579,5.097,-0.003,0.518,-17.627,-17.497,24.837,225.212,3.628,0.518,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.454,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.818,225,14.162,998.136,0.001,339.881,0.011,7.367e4,0.976,4.831,0.183,0.126,7.392e-4
52.295,128.215,128.215,-3.58,5.165,-0.013,0.038,-17.151,-17.021,24.164,225.218,3.723,0.035,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.453,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.71,225,14.167,998.212,0.001,339.884,0.011,7.358e4,0.976,4.831,0.183,0.126,7.483e-4
52.478,127.56,127.56,-3.583,5.162,0.056,1.054,-16.67,-16.54,23.483,225.224,3.717,1.053,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.459,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.334,225,14.171,998.289,0.001,339.886,0.011,7.405e4,0.976,4.831,0.183,0.126,7.479e-4
52.661,126.905,126.905,-3.572,5.018,-0.055,0.064,-16.201,-16.072,22.821,225.23,3.524,0.033,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.451,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.536,225,14.175,998.366,0.001,339.889,0.011,7.343e4,0.976,4.831,0.183,0.126,7.285e-4
52.845,126.249,126.249,-3.582,5.03,0.113,1.512,-15.744,-15.614,22.174,225.237,3.53,1.508,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.464,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.076,225,14.179,998.443,0.001,339.892,0.011,7.448e4,0.976,4.831,0.183,0.126,7.302e-4
53.028,125.596,125.596,-3.562,5.213,-0.068,0.935,-15.269,-15.14,21.503,225.244,3.806,0.932,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.452,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.147,225,14.184,998.52,0.001,339.894,0.011,7.355e4,0.976,4.831,0.184,0.126,7.542e-4
53.212,124.94,124.94,-3.574,5.348,-0.034,0.425,-14.763,-14.633,20.787,225.253,3.978,0.424,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.452,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.822,225,14.188,998.597,0.001,339.897,0.011,7.354e4,0.976,4.831,0.183,0.126,7.72e-4
53.395,124.284,124.284,-3.58,5.294,-0.007,0.201,-14.252,-14.123,20.065,225.262,3.9,0.201,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.453,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.973,225,14.192,998.674,0.001,339.899,0.011,7.362e4,0.976,4.831,0.183,0.126,7.652e-4
53.578,123.629,123.629,-3.581,5.322,0.009,0.458,-13.745,-13.616,19.348,225.271,3.937,0.458,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.454,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.769,225,14.196,998.75,0.001,339.902,0.011,7.372e4,0.976,4.831,0.183,0.126,7.689e-4
53.761,122.974,122.974,-3.58,5.259,0.016,0.723,-13.242,-13.112,18.635,225.282,3.853,0.723,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.455,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.589,225,14.201,998.827,0.001,339.905,0.011,7.38e4,0.976,4.831,0.183,0.126,7.606e-4
53.944,122.319,122.319,-3.577,5.161,-0.024,0.195,-12.752,-12.622,17.942,225.293,3.721,0.193,28.61,-80.6,NaN,NaN,NaN,NaN,1.904,225.043,46.3,12.3,3.793e-4,1.277e-5,9.792,0,6.748,-6.911,0,0,0.452,120.842,0,120.842,0,120.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.65,225,14.205,998.904,0.001,339.907,0.011,7.356e4,0.976,4.831,0.183,0.126,7.477e-4
